name,id,movie
Radar Pictures,14718,The Last Samurai
"Bedford Falls Company, The",20634,The Last Samurai
Scott Free Productions,1645,Exodus: Gods and Kings
Chernin Entertainment,7076,Exodus: Gods and Kings
Babieka,20656,Exodus: Gods and Kings
Volcano Films,52184,Exodus: Gods and Kings
Paramount Pictures,4,Star Trek
Spyglass Entertainment,158,Star Trek
Bad Robot,11461,Star Trek
MavroCine Pictures GmbH & Co. KG,23419,Star Trek
Columbia Pictures,5,Spider-Man
Marvel Enterprises,19551,Spider-Man
Summit Entertainment,491,Gods of Egypt
Mystery Clock Cinema,908,Gods of Egypt
Thunder Road Pictures,3528,Gods of Egypt
TIK Films,72441,Gods of Egypt
Pyramania,88715,Gods of Egypt
Laura Ziskin Productions,326,Stealth
Original Film,333,Stealth
Columbia Pictures Corporation,441,Stealth
Phoenix Pictures,11317,Stealth
AFG Talons Productions,19523,Stealth
Paramount Pictures,4,Watchmen
DC Comics,429,Watchmen
Lawrence Gordon Productions,840,Watchmen
Legendary Pictures,923,Watchmen
Warner Bros.,6194,Watchmen
Cruel and Unusual Films,78685,Watchmen
Silver Pictures,1885,Lethal Weapon 4
Donner/Shuler-Donner Productions,5739,Lethal Weapon 4
Warner Bros.,6194,Lethal Weapon 4
Universal Pictures,33,Hulk
Good Machine,10565,Hulk
Valhalla Motion Pictures,11533,Hulk
Marvel Enterprises,19551,Hulk
Paramount Pictures,4,G.I. Joe: Retaliation
Di Bonaventura Pictures,435,G.I. Joe: Retaliation
Hasbro,2598,G.I. Joe: Retaliation
Skydance Productions,6277,G.I. Joe: Retaliation
Metro-Goldwyn-Mayer (MGM),8411,G.I. Joe: Retaliation
Saints LA,19719,G.I. Joe: Retaliation
Paramount Pictures,4,Sahara
Bristol Bay Productions,2233,Sahara
Baldwin Entertainment Group,2234,Sahara
Desertlands Entertainment,2235,Sahara
Mace Neufeld Productions,2767,Sahara
Kanzaman,4169,Sahara
J.K. Livin Productions,12124,Sahara
Moguletta,12125,Sahara
Sahara Productions,12126,Sahara
Babelsberg Film,19481,Sahara
Metro-Goldwyn-Mayer (MGM),8411,Walking Tall
Mandeville Films,10227,Walking Tall
WWE Studios,10339,Walking Tall
Hyde Park Entertainment,13816,Walking Tall
Burke/Samples/Foster Productions,23938,Walking Tall
Cub Eight Productions,23940,Walking Tall
Columbia Pictures,5,Final Fantasy: The Spirits Within
Square USA,4164,Final Fantasy: The Spirits Within
Chris Lee Productions,20033,Final Fantasy: The Spirits Within
Marvel Studios,420,Captain America: The First Avenger
Eon Productions,7576,The World Is Not Enough
Metro-Goldwyn-Mayer (MGM),8411,The World Is Not Enough
Universal Pictures,33,Master and Commander: The Far Side of the World
Twentieth Century Fox Film Corporation,306,Master and Commander: The Far Side of the World
Samuel Goldwyn Films,9118,Master and Commander: The Far Side of the World
Miramax,53009,Master and Commander: The Far Side of the World
Summit Entertainment,491,The Twilight Saga: Breaking Dawn - Part 2
Sunswept Entertainment,5219,The Twilight Saga: Breaking Dawn - Part 2
Temple Hill Entertainment,12292,The Twilight Saga: Breaking Dawn - Part 2
Village Roadshow Pictures,79,Happy Feet Two
Warner Bros.,6194,Happy Feet Two
Dr D Studios,28381,Happy Feet Two
Kennedy Miller Mitchell,28382,Happy Feet Two
Universal Pictures,33,The Incredible Hulk
Marvel Studios,420,The Incredible Hulk
Valhalla Motion Pictures,11533,The Incredible Hulk
MVL Incredible Productions,25121,The Incredible Hulk
Walt Disney Pictures,2,The BFG
Amblin Entertainment,56,The BFG
Reliance Entertainment,7294,The BFG
"Kennedy/Marshall Company, The",7383,The BFG
Walden Media,10221,The BFG
Regency Enterprises,508,The Revenant
Appian Way,562,The Revenant
CatchPlay,8870,The Revenant
Anonymous Content,10039,The Revenant
New Regency Pictures,10104,The Revenant
Hong Kong Alpha Motion Pictures Co.,13796,The Revenant
RatPac Entertainment,28732,The Revenant
M Productions,52660,The Revenant
Monarchy Enterprises S.a.r.l.,77845,The Revenant
DreamWorks Animation,521,Turbo
Paramount Pictures,4,Rango
Nickelodeon Movies,2348,Rango
GK Films,3281,Rango
Blind Wink,10262,Rango
Paramount Animation,24955,Rango
DreamWorks Animation,521,Penguins of Madagascar
Universal Pictures,33,The Bourne Ultimatum
The Kennedy/Marshall Company,862,The Bourne Ultimatum
Ludlum Entertainment,11347,The Bourne Ultimatum
Motion Picture BETA Produktionsgesellschaft,11348,The Bourne Ultimatum
Bourne Again,11349,The Bourne Ultimatum
DreamWorks Animation,521,Kung Fu Panda
Marvel Studios,420,Ant-Man
Lionsgate,1632,The Hunger Games: Catching Fire
Color Force,5420,The Hunger Games: Catching Fire
Twentieth Century Fox Film Corporation,306,Home
DreamWorks Animation,521,Home
Paramount Pictures,4,War of the Worlds
DreamWorks SKG,27,War of the Worlds
Cruise/Wagner Productions,44,War of the Worlds
Amblin Entertainment,56,War of the Worlds
Columbia Pictures Corporation,441,Bad Boys II
Don Simpson/Jerry Bruckheimer Films,10288,Bad Boys II
Columbia Pictures,5,After Earth
Blinding Edge Pictures,12236,After Earth
Overbrook Entertainment,12485,After Earth
DreamWorks,7,Puss in Boots
Columbia Pictures,5,Salt
Di Bonaventura Pictures,435,Salt
Relativity Media,7295,Salt
Wintergreen Productions,11845,Salt
Paramount Pictures,4,Noah
Regency Enterprises,508,Noah
Protozoa Pictures,7503,Noah
Disruption Entertainment,10256,Noah
Paramount Pictures,4,The Adventures of Tintin
Columbia Pictures,5,The Adventures of Tintin
WingNut Films,11,The Adventures of Tintin
Amblin Entertainment,56,The Adventures of Tintin
Nickelodeon Movies,2348,The Adventures of Tintin
"Kennedy/Marshall Company, The",7383,The Adventures of Tintin
Hemisphere Media Capital,9169,The Adventures of Tintin
1492 Pictures,436,Harry Potter and the Prisoner of Azkaban
Heyday films,437,Harry Potter and the Prisoner of Azkaban
Warner Bros.,6194,Harry Potter and the Prisoner of Azkaban
Bazmark Films,240,Australia
Ingenious Film Partners,289,Australia
Twentieth Century Fox Film Corporation,306,Australia
Dune Entertainment III,6332,Australia
ScreenWest,7888,Australia
Walt Disney Pictures,2,Dinosaur
Walt Disney Feature Animation,10217,Dinosaur
Twentieth Century Fox Film Corporation,306,Night at the Museum: Secret of the Tomb
1492 Pictures,436,Night at the Museum: Secret of the Tomb
21 Laps Entertainment,2575,Night at the Museum: Secret of the Tomb
Moving Picture Company (MPC),20478,Night at the Museum: Secret of the Tomb
TSG Entertainment,22213,Night at the Museum: Secret of the Tomb
DreamWorks Animation,521,Megamind
1492 Pictures,436,Harry Potter and the Philosopher's Stone
Warner Bros.,6194,Harry Potter and the Philosopher's Stone
Heyday Films,7364,Harry Potter and the Philosopher's Stone
Universal Pictures,33,R.I.P.D.
Original Film,333,R.I.P.D.
Dark Horse Entertainment,552,R.I.P.D.
Walt Disney Pictures,2,Pirates of the Caribbean: The Curse of the Black Pearl
Jerry Bruckheimer Films,130,Pirates of the Caribbean: The Curse of the Black Pearl
Lionsgate,1632,The Hunger Games: Mockingjay - Part 1
Color Force,5420,The Hunger Games: Mockingjay - Part 1
Columbia Pictures,5,The Da Vinci Code
Imagine Entertainment,23,The Da Vinci Code
Skylark Productions,8253,The Da Vinci Code
Government of Malta,19927,The Da Vinci Code
Blue Sky Studios,9383,Rio 2
Twentieth Century Fox Animation,11749,Rio 2
Twentieth Century Fox Film Corporation,306,X2
Donners' Company,431,X2
Bad Hat Harry Productions,9168,X2
Marvel Enterprises,19551,X2
XM2 Productions,79026,X2
XF2 Canada Productions,79027,X2
Universal Pictures,33,Fast Five
Original Film,333,Fast Five
One Race Productions,1225,Fast Five
Village Roadshow Pictures,79,Sherlock Holmes: A Game of Shadows
Silver Pictures,1885,Sherlock Holmes: A Game of Shadows
Lin Pictures,2723,Sherlock Holmes: A Game of Shadows
Warner Bros.,6194,Sherlock Holmes: A Game of Shadows
Wigram Productions,23202,Sherlock Holmes: A Game of Shadows
The Zanuck Company,80,Clash of the Titans
Legendary Pictures,923,Clash of the Titans
Thunder Road Pictures,3528,Clash of the Titans
Warner Bros.,6194,Clash of the Titans
Moving Picture Company (MPC),20478,Clash of the Titans
TriStar Pictures,559,Total Recall
Carolco Pictures,14723,Total Recall
Carolco International N.V.,80461,Total Recall
Touchstone Pictures,9195,The 13th Warrior
Universal Pictures,33,The Bourne Legacy
Dentsu,6452,The Bourne Legacy
Relativity Media,7295,The Bourne Legacy
"Kennedy/Marshall Company, The",7383,The Bourne Legacy
Captivate Entertainment,25716,The Bourne Legacy
PolyGram Filmed Entertainment,1382,Batman & Robin
Warner Bros.,6194,Batman & Robin
Imagine Entertainment,23,How the Grinch Stole Christmas
Universal Pictures,33,How the Grinch Stole Christmas
Lions Gate Films,35,The Day After Tomorrow
Twentieth Century Fox Film Corporation,306,The Day After Tomorrow
Centropolis Entertainment,347,The Day After Tomorrow
Mark Gordon Productions,11362,The Day After Tomorrow
Mel's Cite du Cinema,54502,The Day After Tomorrow
Paramount Pictures,4,Mission: Impossible II
Cruise/Wagner Productions,44,Mission: Impossible II
Munich Film Partners & Company (MFP) MI2 Productions,51199,Mission: Impossible II
Warner Bros.,6194,The Perfect Storm
Baltimore Spring Creek Productions,16061,The Perfect Storm
Radiant Productions,18990,The Perfect Storm
Ingenious Film Partners,289,Fantastic 4: Rise of the Silver Surfer
Twentieth Century Fox Film Corporation,306,Fantastic 4: Rise of the Silver Surfer
1492 Pictures,436,Fantastic 4: Rise of the Silver Surfer
Dune Entertainment,444,Fantastic 4: Rise of the Silver Surfer
Constantin Film Produktion,5755,Fantastic 4: Rise of the Silver Surfer
Bernd Eichinger Productions,10881,Fantastic 4: Rise of the Silver Surfer
Marvel Enterprises,19551,Fantastic 4: Rise of the Silver Surfer
Ingenious Film Partners,289,Life of Pi
Ingenious Media,290,Life of Pi
Dune Entertainment,444,Life of Pi
Fox 2000 Pictures,711,Life of Pi
Big Screen Productions,10893,Life of Pi
Haishang Films,13480,Life of Pi
Columbia Pictures Corporation,441,Ghost Rider
Relativity Media,7295,Ghost Rider
Michael De Luca Productions,11370,Ghost Rider
Marvel Enterprises,19551,Ghost Rider
Crystal Sky Pictures,20241,Ghost Rider
GH One,20475,Ghost Rider
Vengeance Productions Pty. Ltd.,20476,Ghost Rider
The Kennedy/Marshall Company,862,Jason Bourne
Captivate Entertainment,25716,Jason Bourne
Pearl Street Films,29313,Jason Bourne
Double Negative,31922,Jason Bourne
Perfect World (Beijing) Pictures Co.,83871,Jason Bourne
Columbia Pictures,5,Charlie's Angels: Full Throttle
Wonderland Sound and Vision,4022,Charlie's Angels: Full Throttle
Tall Trees Productions,10239,Charlie's Angels: Full Throttle
Flower Films (II),19813,Charlie's Angels: Full Throttle
Twentieth Century Fox Film Corporation,306,Prometheus
Dune Entertainment,444,Prometheus
Scott Free Productions,1645,Prometheus
Brandywine Productions,19747,Prometheus
Columbia Pictures,5,Stuart Little 2
Sony Pictures Entertainment,5752,Stuart Little 2
TriStar Pictures,559,Elysium
Media Rights Capital,2531,Elysium
Sony Pictures Entertainment (SPE),7431,Elysium
QED International,11029,Elysium
Alpha Core,18209,Elysium
Genre Films,28788,Elysium
Simon Kinberg Productions,31076,Elysium
One Race Films,7154,The Chronicles of Riddick
Radar Pictures,14718,The Chronicles of Riddick
Columbia Pictures,5,RoboCop
Strike Entertainment,655,RoboCop
Metro-Goldwyn-Mayer (MGM),8411,RoboCop
Lucasfilm,1,Star Wars: Episode II - Attack of the Clones
Village Roadshow Pictures,79,Speed Racer
Studio Babelsberg,264,Speed Racer
Anarchos Productions,450,Speed Racer
Silver Pictures,1885,Speed Racer
Warner Bros.,6194,Speed Racer
Velocity Productions,12170,Speed Racer
Columbia Pictures,5,How Do You Know
Gracie Films,18,How Do You Know
Road Rebel,2648,How Do You Know
Tree Line Films,84,Knight and Day
Twentieth Century Fox Film Corporation,306,Knight and Day
Dune Entertainment,444,Knight and Day
Regency Enterprises,508,Knight and Day
Pink Machine,21845,Knight and Day
Universal Pictures,33,Oblivion
Chernin Entertainment,7076,Oblivion
Relativity Media,7295,Oblivion
Monolith Pictures (III),19647,Oblivion
Radical Studios,19648,Oblivion
Lucasfilm,1,Star Wars: Episode III - Revenge of the Sith
Walt Disney Pictures,2,"Monsters, Inc."
Pixar Animation Studios,3,"Monsters, Inc."
Twentieth Century Fox Film Corporation,306,The Wolverine
Donners' Company,431,The Wolverine
Marvel Entertainment,7505,The Wolverine
Bad Hat Harry Productions,9168,The Wolverine
Big Screen Productions,10893,The Wolverine
TSG Entertainment,22213,The Wolverine
Lucasfilm,1,Star Wars: Episode I - The Phantom Menace
DreamWorks Animation,521,The Croods
Constantin Film,47,Asterix at the Olympic Games
TF1 Films Productions,356,Asterix at the Olympic Games
Pathé Renn Productions,866,Asterix at the Olympic Games
La Petite Reine,1992,Asterix at the Olympic Games
Tri Pictures,1994,Asterix at the Olympic Games
Sorolla Films,1995,Asterix at the Olympic Games
Novo RPI,1996,Asterix at the Olympic Games
Canal+,5358,Asterix at the Olympic Games
uFilm,8676,Asterix at the Olympic Games
Canal+ España,9335,Asterix at the Olympic Games
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921,Asterix at the Olympic Games
Les Editions Albert René,20409,Asterix at the Olympic Games
Lion Rock Productions,2812,Windtalkers
Metro-Goldwyn-Mayer (MGM),8411,Windtalkers
Summit Entertainment,491,Ender's Game
Chartoff Productions,3200,Ender's Game
Odd Lot Entertainment,3263,Ender's Game
K/O Paper Products,7296,Ender's Game
Digital Domain,31825,Ender's Game
Taleswapper,31826,Ender's Game
Universal Pictures,33,The Huntsman: Winter's War
Perfect World Pictures,10338,The Huntsman: Winter's War
Roth Films,16314,The Huntsman: Winter's War
Paramount Pictures,4,Teenage Mutant Ninja Turtles
Nickelodeon Movies,2348,Teenage Mutant Ninja Turtles
Platinum Dunes,2481,Teenage Mutant Ninja Turtles
Warner Bros.,6194,Gravity
Heyday Films,7364,Gravity
Esperanto Filmoj,7470,Gravity
Universal Pictures,33,Dante's Peak
Pacific Western,1280,Dante's Peak
Paramount Pictures,4,Teenage Mutant Ninja Turtles: Out of the Shadows
Nickelodeon Movies,2348,Teenage Mutant Ninja Turtles: Out of the Shadows
Platinum Dunes,2481,Teenage Mutant Ninja Turtles: Out of the Shadows
5150 Action,47354,Teenage Mutant Ninja Turtles: Out of the Shadows
Gama Entertainment Partners,77208,Teenage Mutant Ninja Turtles: Out of the Shadows
David Foster Productions,496,Collateral Damage
Bel Air Entertainment,788,Collateral Damage
Warner Bros.,6194,Collateral Damage
Hacienda Productions,43717,Collateral Damage
Twentieth Century Fox Film Corporation,306,Fantastic Four
Marv Films,5374,Fantastic Four
Marvel Entertainment,7505,Fantastic Four
Constantin Film.,9078,Fantastic Four
Moving Picture Company (MPC),20478,Fantastic Four
TSG Entertainment,22213,Fantastic Four
Genre Films,28788,Fantastic Four
Ingenious Film Partners,289,Night at the Museum
Twentieth Century Fox Film Corporation,306,Night at the Museum
1492 Pictures,436,Night at the Museum
21 Laps Entertainment,2575,Night at the Museum
New Line Cinema,12,San Andreas
Village Roadshow Pictures,79,San Andreas
Warner Bros.,6194,San Andreas
Flynn Picture Company,34081,San Andreas
Eon Productions,7576,Tomorrow Never Dies
Centropolis Entertainment,347,The Patriot
Columbia Pictures Corporation,441,The Patriot
Mutual Film Company,762,The Patriot
Global Entertainment Productions GmbH & Company Medien KG,9269,The Patriot
Village Roadshow Pictures,79,Ocean's Twelve
Section Eight,129,Ocean's Twelve
Jerry Weintraub Productions,2596,Ocean's Twelve
Warner Bros.,6194,Ocean's Twelve
WV Films III,12202,Ocean's Twelve
Columbia Pictures,5,Goosebumps
Village Roadshow Pictures,79,Goosebumps
Original Film,333,Goosebumps
Sony Pictures Animation,2251,Goosebumps
Sony Pictures Entertainment (SPE),7431,Goosebumps
Scholastic Entertainment,30246,Goosebumps
LStar Capital,34034,Goosebumps
Weed Road Pictures,433,Mr. & Mrs. Smith
Summit Entertainment,491,Mr. & Mrs. Smith
Regency Enterprises,508,Mr. & Mrs. Smith
Epsilon Motion Pictures,1171,Mr. & Mrs. Smith
New Regency Pictures,10104,Mr. & Mrs. Smith
Summit Entertainment,491,Insurgent
Mandeville Films,10227,Insurgent
Red Wagon Entertainment,14440,Insurgent
NeoReel,24097,Insurgent
Miramax Films,14,The Aviator
Appian Way,562,The Aviator
Forward Pass,675,The Aviator
Cappa Productions,691,The Aviator
Warner Bros.,6194,The Aviator
Initial Entertainment Group (IEG),7380,The Aviator
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116,The Aviator
Mel's Cite du Cinema,54502,The Aviator
Twentieth Century Fox Film Corporation,306,Gulliver's Travels
Dune Entertainment,444,Gulliver's Travels
Davis Entertainment,1302,Gulliver's Travels
