iso_639_1,name,movie
en,English,Lady in the Water
it,Italiano,AVP: Alien vs. Predator
en,English,AVP: Alien vs. Predator
en,English,War Horse
en,English,Alvin and the Chipmunks: The Squeakquel
fr,Français,Alvin and the Chipmunks: The Squeakquel
en,English,We Were Soldiers
vi,Tiếng Việt,We Were Soldiers
fr,Français,We Were Soldiers
en,English,Olympus Has Fallen
ko,한국어/조선말,Olympus Has Fallen
en,English,Star Trek: Insurrection
en,English,Battle: Los Angeles
en,English,Big Fish
en,English,The Monuments Men
de,Deutsch,The Monuments Men
ru,Pусский,The Monuments Men
fr,Français,The Monuments Men
en,English,The Abyss
en,English,Wall Street: Money Never Sleeps
en,English,Dracula Untold
es,Español,The Siege
en,English,The Siege
ar,العربية,The Siege
en,English,Stardust
en,English,Underworld: Awakening
ru,Pусский,Underworld: Awakening
en,English,Seven Years in Tibet
en,English,The Dilemma
en,English,Bad Company
ja,日本語,Doom
en,English,Doom
en,English,I Spy
hu,Magyar,I Spy
ru,Pусский,I Spy
en,English,Rock of Ages
th,ภาษาไทย,Rock of Ages
en,English,Hart's War
de,Deutsch,Hart's War
en,English,Killer Elite
de,Deutsch,Rollerball
fr,Français,Rollerball
ja,日本語,Rollerball
ko,한국어/조선말,Rollerball
ru,Pусский,Rollerball
ar,العربية,Rollerball
en,English,Rollerball
en,English,Ballistic: Ecks vs. Sever
es,Español,Ballistic: Ecks vs. Sever
en,English,Hard Rain
en,English,Osmosis Jones
en,English,Legends of Oz: Dorothy's Return
en,English,Blackhat
it,Italiano,Blackhat
zh,普通话,Blackhat
es,Español,Blackhat
bo,,Sky Captain and the World of Tomorrow
de,Deutsch,Sky Captain and the World of Tomorrow
en,English,Sky Captain and the World of Tomorrow
en,English,Basic Instinct 2
de,Deutsch,Basic Instinct 2
en,English,Flyboys
fr,Français,Flyboys
en,English,Escape Plan
de,Deutsch,Escape Plan
ar,العربية,Escape Plan
ur,اردو,Escape Plan
en,English,The Legend of Hercules
ar,العربية,The Sum of All Fears
en,English,The Sum of All Fears
ru,Pусский,The Sum of All Fears
uk,Український,The Sum of All Fears
de,Deutsch,The Sum of All Fears
en,English,The Twilight Saga: Eclipse
en,English,The Score
fr,Français,The Score
ar,العربية,The Insider
en,English,The Insider
ja,日本語,The Insider
fa,فارسی,The Insider
en,English,Despicable Me
en,English,Money Train
en,English,Ted 2
en,English,Agora
en,English,Mystery Men
en,English,Hall Pass
en,English,The Finest Hours
ar,العربية,Body of Lies
en,English,Body of Lies
en,English,Dinner for Schmucks
en,English,Abraham Lincoln: Vampire Hunter
en,English,Entrapment
en,English,The X Files
en,English,The Last Legion
cs,Český,Saving Private Ryan
de,Deutsch,Saving Private Ryan
en,English,Saving Private Ryan
fr,Français,Saving Private Ryan
en,English,Need for Speed
en,English,What Women Want
fr,Français,What Women Want
en,English,Ice Age
en,English,Dreamcatcher
en,English,Marley & Me
en,English,Lincoln
en,English,The Matrix
en,English,Apollo 13
en,English,The Santa Clause 2
en,English,Les Misérables
en,English,You've Got Mail
en,English,Step Brothers
es,Español,Step Brothers
en,English,The Mask of Zorro
en,English,Due Date
es,Español,Due Date
it,Italiano,Unbroken
en,English,Unbroken
ja,日本語,Unbroken
en,English,Space Cowboys
en,English,Cliffhanger
en,English,Broken Arrow
fr,Français,The Green Mile
en,English,The Green Mile
en,English,The Kid
en,English,World Trade Center
en,English,Mona Lisa Smile
en,English,The Dictator
he,עִבְרִית,The Dictator
en,English,Eyes Wide Shut
en,English,Annie
en,English,Focus
en,English,This Means War
eo,Esperanto,Blade: Trinity
en,English,Blade: Trinity
en,English,Red Dawn
ru,Pусский,Red Dawn
es,Español,Red Dawn
en,English,Primary Colors
en,English,The Adjustment Bureau
en,English,Resident Evil: Retribution
en,English,Death Race
en,English,The Long Kiss Goodnight
en,English,Proof of Life
en,English,Zathura: A Space Adventure
es,Español,2 Guns
en,English,2 Guns
en,English,Fight Club
en,English,We Are Marshall
en,English,Hudson Hawk
it,Italiano,Hudson Hawk
en,English,Lucky Numbers
en,English,"I, Frankenstein"
en,English,Oliver Twist
en,English,Elektra
ja,日本語,Elektra
en,English,Sin City: A Dame to Kill For
en,English,Random Hearts
en,English,Everest
en,English,Perfume: The Story of a Murderer
en,English,Austin Powers in Goldmember
ja,日本語,Austin Powers in Goldmember
de,Deutsch,Austin Powers in Goldmember
fr,Français,Austin Powers in Goldmember
en,English,The Man Who Shot Liberty Valance
en,English,Astro Boy
en,English,Jurassic Park
es,Español,Jurassic Park
en,English,Wyatt Earp
en,English,Clear and Present Danger
en,English,Dragon Blade
zh,普通话,Dragon Blade
en,English,Little Man
en,English,U-571
fr,Français,U-571
de,Deutsch,U-571
ru,Pусский,U-571
en,English,The American President
en,English,The Love Guru
he,עִבְרִית,The Prince of Egypt
en,English,The Prince of Egypt
en,English,3000 Miles to Graceland
es,Español,The Hateful Eight
en,English,The Hateful Eight
en,English,Blades of Glory
ja,日本語,Blades of Glory
en,English,Hop
ja,日本語,Hop
th,ภาษาไทย,Hop
en,English,300
en,English,Meet the Fockers
en,English,Wild Hogs
en,English,Chicken Little
en,English,Gone Girl
en,English,The Bourne Identity
fr,Français,The Bourne Identity
de,Deutsch,The Bourne Identity
nl,Nederlands,The Bourne Identity
it,Italiano,The Bourne Identity
en,English,GoldenEye
ru,Pусский,GoldenEye
es,Español,GoldenEye
en,English,The General's Daughter
en,English,The Truman Show
en,English,Cats & Dogs
fr,Français,Cats & Dogs
de,Deutsch,Cats & Dogs
th,ภาษาไทย,Cats & Dogs
uk,Український,The Italian Job
en,English,The Italian Job
it,Italiano,The Italian Job
en,English,Two Weeks Notice
en,English,Antz
en,English,Couples Retreat
en,English,Payback
en,English,Days of Thunder
en,English,Cheaper by the Dozen 2
en,English,Maze Runner: The Scorch Trials
pt,Português,Eat Pray Love
en,English,Eat Pray Love
it,Italiano,Eat Pray Love
en,English,The Family Man
en,English,Jack Reacher
en,English,RED
ru,Pусский,RED
en,English,Any Given Sunday
en,English,The Horse Whisperer
es,Español,Collateral
en,English,Collateral
en,English,The Scorpion King
th,ภาษาไทย,The Scorpion King
en,English,Ladder 49
en,English,Deep Blue Sea
en,English,This Is It
en,English,Contagion
cn,广州话 / 廣州話,Contagion
zh,普通话,Contagion
en,English,Kangaroo Jack
en,English,Coraline
ru,Pусский,Hellboy
en,English,Hellboy
en,English,The Happening
fr,Français,The Happening
en,English,Man on Fire
es,Español,Man on Fire
en,English,The Shaggy Dog
en,English,Starsky & Hutch
ko,한국어/조선말,Starsky & Hutch
en,English,Jingle All the Way
en,English,A Civil Action
en,English,ParaNorman
en,English,The Jackal
ru,Pусский,The Jackal
en,English,Paycheck
fr,Français,Up Close & Personal
en,English,The Tale of Despereaux
cn,广州话 / 廣州話,The Tuxedo
en,English,The Tuxedo
en,English,Under Siege 2: Dark Territory
en,English,Jack Ryan: Shadow Recruit
es,Español,Joy
en,English,Joy
en,English,London Has Fallen
en,English,Alien: Resurrection
en,English,Shooter
en,English,Practical Magic
en,English,The Lego Movie
en,English,Miss Congeniality 2: Armed and Fabulous
en,English,Reign of Fire
en,English,Gangster Squad
en,English,Year One
en,English,The Nun's Story
en,English,Invictus
cn,广州话 / 廣州話,State of Play
en,English,State of Play
en,English,Duplicity
de,Deutsch,Duplicity
ru,Pусский,Duplicity
es,Español,Duplicity
en,English,My Favorite Martian
it,Italiano,My Favorite Martian
en,English,The Sentinel
en,English,Planet 51
es,Español,Planet 51
en,English,Star Trek: Nemesis
fr,Français,Intolerable Cruelty
en,English,Intolerable Cruelty
en,English,Trouble with the Curve
en,English,Edge of Darkness
en,English,The Relic
en,English,The Black Dahlia
en,English,Analyze That
ru,Pусский,Righteous Kill
en,English,Righteous Kill
es,Español,Righteous Kill
en,English,Mercury Rising
en,English,The Soloist
en,English,The Legend of Bagger Vance
en,English,Almost Famous
en,English,Garfield: A Tail of Two Kitties
pt,Português,Garfield: A Tail of Two Kitties
en,English,xXx: State of the Union
pt,Português,Priest
en,English,Priest
th,ภาษาไทย,Priest
cn,广州话 / 廣州話,Sinbad: Legend of the Seven Seas
en,English,Sinbad: Legend of the Seven Seas
it,Italiano,Sinbad: Legend of the Seven Seas
en,English,Event Horizon
la,Latin,Event Horizon
en,English,Dragonfly
es,Español,Dragonfly
en,English,Frankenweenie
en,English,The Last Castle
en,English,Supernova
en,English,Winter's Tale
en,English,The Mortal Instruments: City of Bones
en,English,Meet Dave
en,English,Holy Man
en,English,Dark Water
en,English,Edtv
en,English,Inkheart
en,English,The Spirit
fr,Français,The Spirit
ru,Pусский,The Spirit
en,English,Mortdecai
en,English,Just Like Heaven
zh,普通话,Just Like Heaven
es,Español,Just Like Heaven
en,English,In the Name of the King: A Dungeon Siege Tale
en,English,Beyond Borders
am,,Beyond Borders
km,,Beyond Borders
de,Deutsch,Beyond Borders
ce,,Beyond Borders
zh,普通话,The Monkey King 2
en,English,The Great Raid
ja,日本語,The Great Raid
en,English,Deadpool
en,English,American Sniper
en,English,The Flintstones in Viva Rock Vegas
en,English,Rambo III
ru,Pусский,Rambo III
en,English,Leatherheads
de,Deutsch,Leatherheads
en,English,The Ridiculous 6
en,English,Did You Hear About the Morgans?
it,Italiano,Did You Hear About the Morgans?
ru,Pусский,Did You Hear About the Morgans?
es,Español,Did You Hear About the Morgans?
uk,Український,Did You Hear About the Morgans?
en,English,The Internship
en,English,Resident Evil: Afterlife
es,Español,Resident Evil: Afterlife
ja,日本語,Resident Evil: Afterlife
en,English,Red Tails
fr,Français,Red Tails
de,Deutsch,Red Tails
en,English,The Devil's Advocate
fr,Français,The Devil's Advocate
de,Deutsch,The Devil's Advocate
it,Italiano,The Devil's Advocate
zh,普通话,The Devil's Advocate
es,Español,The Devil's Advocate
en,English,That's My Boy
en,English,DragonHeart
en,English,After the Sunset
en,English,Ghost Rider: Spirit of Vengeance
en,English,Captain Corelli's Mandolin
de,Deutsch,Captain Corelli's Mandolin
el,ελληνικά,Captain Corelli's Mandolin
it,Italiano,Captain Corelli's Mandolin
en,English,The Pacifier
ko,한국어/조선말,The Pacifier
en,English,Forrest Gump
en,English,Alvin and the Chipmunks
es,Español,Alvin and the Chipmunks
fr,Français,Alvin and the Chipmunks
ja,日本語,Alvin and the Chipmunks
en,English,Meet the Parents
en,English,Pocahontas
en,English,Superman
en,English,The Nutty Professor
en,English,Alien³
en,English,Hitch
en,English,George of the Jungle
es,Español,George of the Jungle
en,English,American Wedding
en,English,Captain Phillips
so,Somali,Captain Phillips
he,עִבְרִית,Date Night
en,English,Date Night
en,English,Casper
en,English,The Hunted
en,English,The Equalizer
en,English,Maid in Manhattan
fr,Français,Maid in Manhattan
en,English,Crimson Tide
en,English,The Pursuit of Happyness
cn,广州话 / 廣州話,The Pursuit of Happyness
ar,العربية,Flightplan
de,Deutsch,Flightplan
en,English,Flightplan
fr,Français,Flightplan
it,Italiano,Flightplan
ja,日本語,Flightplan
en,English,Disclosure
en,English,City of Angels
pl,Polski,City of Angels
en,English,Kill Bill: Vol. 1
ja,日本語,Kill Bill: Vol. 1
fr,Français,Kill Bill: Vol. 1
en,English,Bowfinger
en,English,Kill Bill: Vol. 2
zh,普通话,Kill Bill: Vol. 2
es,Español,Kill Bill: Vol. 2
cn,广州话 / 廣州話,Kill Bill: Vol. 2
en,English,Tango & Cash
en,English,Death Becomes Her
en,English,Shanghai Noon
zh,普通话,Shanghai Noon
es,Español,Shanghai Noon
en,English,Executive Decision
en,English,Mr. Popper's Penguins
en,English,The Forbidden Kingdom
zh,普通话,The Forbidden Kingdom
en,English,Free Birds
en,English,Evita
es,Español,Evita
en,English,Ronin
fr,Français,Ronin
ru,Pусский,Ronin
en,English,The Ghost and the Darkness
en,English,Paddington
en,English,The Watch
en,English,Instinct
en,English,Stuck on You
en,English,Semi-Pro
en,English,The Pirates! In an Adventure with Scientists!
en,English,Changeling
en,English,Gods and Generals
en,English,Chain Reaction
en,English,The Fan
it,Italiano,The Phantom of the Opera
en,English,The Phantom of the Opera
sv,svenska,Elizabeth: The Golden Age
en,English,Elizabeth: The Golden Age
es,Español,Elizabeth: The Golden Age
en,English,Æon Flux
en,English,Turbulence
en,English,Imagine That
de,Deutsch,Muppets Most Wanted
en,English,Muppets Most Wanted
en,English,Thunderbirds
en,English,Burlesque
co,,A Very Long Engagement
fr,Français,A Very Long Engagement
de,Deutsch,A Very Long Engagement
en,English,Lolita
en,English,D-Tox
cs,Český,Blade II
ro,Română,Blade II
en,English,Blade II
en,English,Beloved
en,English,Seven Pounds
es,Español,Seven Pounds
en,English,Bullet to the Head
en,English,The Godfather: Part III
it,Italiano,The Godfather: Part III
de,Deutsch,The Godfather: Part III
la,Latin,The Godfather: Part III
en,English,Elizabethtown
en,English,Lucky You
en,English,"You, Me and Dupree"
en,English,Superman II
en,English,Gigli
en,English,All the King's Men
en,English,Shaft
es,Español,Shaft
de,Deutsch,Shaft
en,English,Anastasia
ru,Pусский,Anastasia
fr,Français,Anastasia
fr,Français,Moulin Rouge!
es,Español,Moulin Rouge!
en,English,Moulin Rouge!
en,English,Domestic Disturbance
en,English,Black Mass
en,English,Flags of Our Fathers
en,English,Law Abiding Citizen
es,Español,Grindhouse
en,English,Grindhouse
en,English,Catch Me If You Can
fr,Français,Catch Me If You Can
en,English,Zero Dark Thirty
ar,العربية,Zero Dark Thirty
en,English,The Break-Up
en,English,Mamma Mia!
el,ελληνικά,Mamma Mia!
de,Deutsch,From Paris with Love
en,English,From Paris with Love
fr,Français,From Paris with Love
zh,普通话,From Paris with Love
en,English,Valentine's Day
en,English,The Dukes of Hazzard
en,English,The Thin Red Line
ru,Pусский,The Thin Red Line
en,English,The Change-Up
en,English,Man on the Moon
en,English,Casino
en,English,Bulletproof Monk
bo,,Bulletproof Monk
pa,ਪੰਜਾਬੀ,Bulletproof Monk
de,Deutsch,Bulletproof Monk
en,English,"Me, Myself & Irene"
de,Deutsch,"Me, Myself & Irene"
en,English,Barnyard
en,English,Deck the Halls
en,English,The Twilight Saga: New Moon
it,Italiano,The Twilight Saga: New Moon
en,English,Shrek
en,English,Robin Hood: Prince of Thieves
en,English,Jerry Maguire
pl,Polski,Jerry Maguire
en,English,Ted
en,English,As Good as It Gets
en,English,Patch Adams
en,English,Anchorman 2: The Legend Continues
en,English,The Peacemaker
ru,Pусский,The Peacemaker
sr,Srpski,The Peacemaker
bs,Bosanski,The Peacemaker
